title,list_price,bedrooms,bathrooms,sqft,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,sqft_min,sqft_max,sqft_avg
59 - 2061 Bridletowne Circle,699000,4.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/2061-bridletowne-circle/59,"2061 Bridletowne Circle, Toronto ",M1W2J7,43.7985,-79.3125,Townhouse,2021-12-26,house,No Data,"$2,171 /yr",1400,1599,1499.5
114 - 665 Kennedy Road,505000,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/665-kennedy-road/114,"665 Kennedy road, Toronto ",M1K2B8,43.726,-79.2643,Condo,2021-12-27,house,No Data,$855 /yr,1200,1399,1299.5
2704 - 171 East Liberty Street,1392900,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/171-east-liberty-street/2704,"171 East Liberty street, Toronto ",M6K3P6,43.6381,-79.4182,Condo,2021-12-27,detached,No Data,No Data,1000,1199,1099.5
906 - 298 Jarvis Street,549900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/298-jarvis-street/906,"298 Jarvis street, Toronto ",M5B2M4,43.661,-79.3766,Condo,2021-12-26,Apt,No Data,"$2,719 /yr",1000,1199,1099.5
709 - 10 Parkway Forest Drive,540000,2.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/10-parkway-forest-drive/709,"10 Parkway Forest Drive, Toronto ",M2J1L3,43.77,-79.3455,Condo,2021-12-27,Apt,No Data,"$1,234 /yr",900,999,949.5
716 - 17 Barberry Place,688000,1.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/17-barberry-place/716,"17 Barberry place, Toronto ",M2K3E2,43.7652,-79.3849,Condo,2021-12-26,Apt,No Data,"$2,395 /yr",800,899,849.5
310 - 1231 Yonge Street,899999,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1231-yonge-street/310,"1231 Yonge street, Toronto ",M4T1B1,43.6835,-79.392,Condo,2021-12-26,Apt,No Data,"$3,428 /yr",1000,1199,1099.5
1228 Victoria Park Avenue,1125000,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/1228-victoria-park-avenue,"1228 Victoria Park avenue, Toronto ",M4B2K8,43.7107,-79.2971,Detached,2021-12-27,house,No Data,"$3,391 /yr",1500,2000,1750.0
803 - 25 Grenville Street,600000,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/25-grenville-street/803,"25 Grenville street, Toronto ",M4Y2X5,43.6618,-79.3847,Condo,2021-12-27,detached,No Data,"$2,212 /yr",800,899,849.5
109 - 326 Carlaw Avenue,1798000,3.0,2.0,2000-2249 ,https://www.zolo.ca/toronto-real-estate/326-carlaw-avenue/109,"326 Carlaw avenue, Toronto ",M4M3N8,43.664,-79.3416,Condo,2021-12-26,detached,No Data,"$4,919 /yr",2000,2249,2124.5
202 - 763 Bay St Street,749900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/763-bay-st-street/202,"763 Bay street, Toronto ",M5G2R3,43.6601,-79.3851,Condo,2021-12-27,Apt,No Data,"$2,993 /yr",600,699,649.5
3010 - 12 York Street,809900,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/12-york-street/3010,"12 York street, Toronto M",4J 2Z2,43.6419,-79.3823,Condo,2021-12-26,Apt,No Data,"$3,849 /yr",700,799,749.5
509 - 9 Four Winds Drive,599900,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/9-four-winds-drive/509,"9 Four Winds Drive, Toronto ",M3J2S8,43.7647,-79.4935,Condo,2021-12-24,Apt,No Data,"$1,344 /yr",1200,1399,1299.5
309 - 38 Dan Leckie Way,649900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/38-dan-leckie-way/309,"38 Dan Leckie way, Toronto ",M5V2V6,43.6375,-79.3979,Condo,2021-12-25,Apt,No Data,"$2,187 /yr",600,699,649.5
723 - 222 The Esplanade,649900,3.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/222-the-esplanade/723,"222 The Esplanade , Toronto ",M5A4M8,43.6496,-79.3655,Condo,2021-12-25,Apt,No Data,"$2,084 /yr",800,899,849.5
521 - 800 Lawrence Avenue West,535000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/800-lawrence-avenue-west/521,"800 Lawrence avenue, Toronto ",M6A0B1,43.7146,-79.453,Condo,2021-12-26,Apt,No Data,"$1,700 /yr",500,599,549.5
207 - 36 Forest Manor Road,639900,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/36-forest-manor-road/207,"36 Forest Manor road, Toronto ",M2J1M5,43.7719,-79.3448,Condo,2021-12-24,Apt,No Data,No Data,600,699,649.5
2307 - 15 Queens Quay East,899900,2.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/15-queens-quay-east/2307,"15 Queens quay, Toronto M",5E 0C5,43.6417,-79.3734,Condo,2021-12-25,Apt,No Data,"$3,000 /yr",600,699,649.5
708 - 17 Dundonald Street,958000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/17-dundonald-street/708,"17 Dundonald street, Toronto ",M4Y0E4,43.6659,-79.3835,Condo,2021-12-24,Apt,No Data,"$3,373 /yr",700,799,749.5
214 Brandon Avenue,899000,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/214-brandon-avenue,"214 Brandon avenue, Toronto M",6H 0C5,43.6688,-79.4477,Att/Row/Twnhouse,2021-12-24,house,No Data,"$4,772 /yr",1500,2000,1750.0
138 Dupont Street,1548000,2.0,4.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/138-dupont-street,"138 Dupont street, Toronto ",M5R1V2,43.6761,-79.4022,Att/Row/Twnhouse,2021-12-24,house,No Data,"$5,744 /yr",2000,2500,2250.0
1802 - 3 Pemberton Avenue,725000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/3-pemberton-avenue/1802,"3 Pemberton avenue, Toronto ",M2M4M1,43.7805,-79.4139,Condo,2021-12-25,Apt,No Data,"$2,572 /yr",900,999,949.5
327 - 18 Mondeo Drive,799900,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/18-mondeo-drive/327,"18 Mondeo Drive, Toronto ",M1P5C8,43.7642,-79.2899,Condo,2021-12-25,Apt,No Data,"$2,279 /yr",1000,1199,1099.5
43 Dibgate Boulevard,1699900,5.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/43-dibgate-boulevard,"43 Dibgate boulevard, Toronto ",M1S2W9,43.8006,-79.2696,Detached,2021-12-24,house,No Data,"$6,400 /yr",2500,3000,2750.0
1910 - 5168 Yonge Street,728000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/5168-yonge-street/1910,"5168 Yonge street, Toronto ",M2N5P6,43.7697,-79.4138,Condo,2021-12-24,Apt,No Data,"$2,316 /yr",500,599,549.5
1306 - 5740 Yonge Street,699000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/5740-yonge-street/1306,"5740 Yonge street, Toronto ",M2M3T3,43.7829,-79.4174,Condo,2021-12-25,Apt,No Data,"$2,206 /yr",700,799,749.5
1213 - 7 King Street East,895000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/7-king-street-east/1213,"7 King street, Toronto ",M5C1B2,43.6491,-79.3769,Condo,2021-12-26,Apt,No Data,"$3,238 /yr",900,999,949.5
623 - 90 Stadium Road,859000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/90-stadium-road/623,"90 Stadium road, Toronto ",M5V3W5,43.6348,-79.4018,Condo,2021-12-24,Apt,No Data,"$2,517 /yr",600,699,649.5
207 - 410 Mclevin Avenue,510000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/410-mclevin-avenue/207,"410 Mclevin avenue, Toronto ",M1B5J5,43.8101,-79.2211,Condo,2021-12-24,Apt,No Data,"$1,069 /yr",900,999,949.5
#1212 - 236 Albion Road,379900,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/236-albion-road/1212,"236 Albion road, Toronto ",M9W6A6,43.722,-79.544,Condo,2021-12-24,Apt,No Data,$705 /yr,1000,1199,1099.5
1510 - 240 Scarlett Road,754900,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/240-scarlett-road/1510,"240 Scarlett road, Toronto ",M6N4X4,43.6757,-79.5081,Condo,2021-12-24,Apt,No Data,"$1,992 /yr",1000,1199,1099.5
810 - 410 Mclevin Avenue,499400,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/410-mclevin-avenue/810,"410 Mclevin avenue, Toronto ",M1B5J5,43.8101,-79.2211,Condo,2021-12-24,Apt,No Data,"$1,057 /yr",900,999,949.5
310 - 180 Markham Road,399000,3.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/180-markham-road/310,"180 Markham road, Toronto ",M1M2Z9,43.7417,-79.2193,Condo,2021-12-24,Apt,No Data,"$1,033 /yr",1400,1599,1499.5
1112 - 161 Roehampton Avenue,690000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/161-roehampton-avenue/1112,"161 Roehampton avenue, Toronto ",M4P0C8,43.7088,-79.3938,Condo,2021-12-24,Apt,No Data,"$2,631 /yr",600,699,649.5
302 - 31 Bales Avenue,859000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/31-bales-avenue/302,"31 Bales avenue, Toronto ",M2N7L6,43.7601,-79.4089,Condo,2021-12-24,Apt,No Data,"$2,750 /yr",900,999,949.5
100 Cottonwood Drive,1799900,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/100-cottonwood-drive,"100 Cottonwood Drive, Toronto ",M3C2B4,43.7305,-79.3421,Detached,2021-12-24,house,No Data,"$6,727 /yr",1500,2000,1750.0
